,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temperature,Wind Speed
271,Santa Vitoria do Palmar,42,BR,1578004185,69,-33.52,-53.37,72.46,13.15
272,Visnes,100,NO,1578004186,93,59.36,5.22,46.4,29.97
273,Kloulklubed,90,PW,1578004186,74,7.04,134.26,80.6,11.41
274,Avera,90,US,1578004186,93,33.19,-82.53,53.6,6.93
275,Zyryanovsk,0,KZ,1578004187,74,49.74,84.27,8.17,1.74
276,Beringovskiy,0,RU,1578004187,82,63.05,179.32,-11.65,15.03
277,Valdosta,1,US,1578004006,53,30.83,-83.28,75.2,10.29
278,Chapada dos Guimaraes,40,BR,1578004187,62,-15.46,-55.75,86.0,3.36
279,Kuching,75,MY,1578004188,94,1.56,110.34,77.0,3.36
280,Henties Bay,5,NA,1578004188,90,-22.12,14.28,62.01,1.99
281,Grand Gaube,75,MU,1578004188,88,-20.01,57.66,78.8,10.07
282,Ust-Koksa,0,RU,1578004188,75,50.27,85.62,10.8,6.53
283,Ovalle,0,CL,1578004188,29,-30.6,-71.2,77.47,9.84
284,Zaysan,0,KZ,1578004189,84,47.47,84.87,3.51,1.14
285,Grindavik,75,IS,1578004144,100,63.84,-22.43,26.6,23.04
286,Saint George,20,GR,1578004189,74,39.45,22.34,37.99,3.36
287,Baoding,0,CN,1578004189,37,38.86,115.49,24.48,1.97
288,Tingi,100,TZ,1578004190,83,-11.3,35.03,71.08,5.12
289,Jiazi,56,CN,1578004190,100,19.61,110.49,64.4,2.24
290,Kudahuvadhoo,94,MV,1578004190,76,2.67,72.89,82.36,9.6
291,Hazorasp,75,UZ,1578004191,92,41.32,61.08,28.4,4.7
292,Karratha,100,AU,1578003897,63,-20.74,116.85,84.47,4.03
293,Haines Junction,91,CA,1578004191,99,60.75,-137.51,-1.62,6.98
294,Salalah,13,OM,1578004192,64,17.01,54.1,73.4,4.7
295,Half Moon Bay,1,US,1578004192,76,37.46,-122.43,64.0,17.22
296,Birobidzhan,0,RU,1578004192,86,48.79,132.93,-7.53,6.02
297,Kayerkan,40,RU,1578004192,77,69.35,87.76,-0.4,20.13
298,Amapa,40,HN,1578004193,58,15.09,-87.97,87.8,13.87
299,Kalmunai,11,LK,1578004193,77,7.42,81.82,82.09,11.48
300,Shimoda,0,JP,1578004193,75,34.7,138.93,41.0,30.18
301,Riviere-au-Renard,5,CA,1578004193,79,49.0,-64.4,23.0,11.41
302,Skjervoy,20,NO,1578004194,56,70.03,20.97,42.8,19.46
303,Tupik,43,RU,1578004194,92,54.43,119.94,-16.44,3.2
304,Morros,20,BR,1578004194,83,-2.87,-44.04,80.6,6.93
305,Barentu,0,ER,1578004195,46,15.11,37.59,72.52,7.0
306,Colac,58,AU,1578004195,81,-38.34,143.59,66.99,1.99
307,Poum,40,MK,1578004195,51,41.28,20.71,32.0,5.82
308,Masterton,9,NZ,1578004195,82,-40.95,175.66,66.0,4.18
309,Nanortalik,98,GL,1578004196,33,60.14,-45.24,29.43,5.73
310,Ponta Delgada,20,PT,1578004196,66,37.73,-25.67,55.4,8.05
311,Vilyuysk,100,RU,1578004196,93,63.75,121.63,-15.77,4.5
312,Eureka,75,US,1578004197,76,40.8,-124.16,55.99,3.36
313,Pisco,20,PE,1578004197,30,-13.71,-76.2,73.0,18.34
314,Rawson,55,AR,1578004198,45,-43.3,-65.11,76.78,28.12
315,Caibarien,40,CU,1578004198,69,22.52,-79.47,82.4,12.75
316,Azanja,0,RS,1578004198,87,44.43,20.88,32.0,4.7
317,Debre Sina,33,ET,1578004198,58,9.85,39.76,70.14,2.68
318,Ostrovnoy,100,RU,1578004199,93,68.05,39.51,25.32,16.84
319,Horta,40,BR,1578004199,69,-10.93,-37.66,82.4,11.41
320,Ceres,100,BR,1578004199,87,-15.31,-49.6,77.59,5.1
321,Tongliao,0,CN,1578004200,77,43.61,122.27,9.39,7.9
322,Acushnet,1,US,1578004200,60,41.68,-70.91,44.6,11.41
323,Keuruu,75,FI,1578004200,86,62.26,24.71,39.99,12.75
324,Ust-Kuyga,45,RU,1578004201,91,70.0,135.55,-31.05,8.21
325,Camabatela,100,AO,1578004201,97,-8.19,15.37,65.25,3.47
326,Pitsunda,40,GE,1578004201,86,43.16,40.34,33.8,4.47
327,Constitucion,20,MX,1578004202,28,23.99,-104.67,57.2,21.92
328,Vila Franca do Campo,20,PT,1578004202,66,37.72,-25.43,55.4,8.05
329,Aksu,58,KZ,1578004203,79,52.04,76.93,23.0,8.95
330,Marsh Harbour,9,BS,1578004097,66,26.54,-77.06,74.86,10.09
331,Bandarbeyla,87,SO,1578004203,77,9.49,50.81,77.83,16.44
332,Casablanca,20,MA,1578004203,93,33.6,-7.62,57.0,2.24
333,Gbarnga,59,LR,1578004203,42,7.0,-9.47,67.21,2.01
334,Noumea,87,NC,1578003944,51,-22.28,166.46,81.0,3.36
335,Champasak,84,LA,1578004204,75,14.89,105.88,67.59,1.16
336,Oranjestad,40,AW,1578004204,69,12.52,-70.03,82.4,16.11
337,Micheweni,83,TZ,1578004204,82,-4.97,39.83,82.36,16.67
338,Black River,20,JM,1578004205,78,18.03,-77.85,82.99,13.87
339,Young,0,UY,1578004205,60,-32.7,-57.63,80.01,1.01
340,Casas Grandes,0,MX,1578004205,53,30.15,-110.24,50.16,16.04
341,Lethem,79,GY,1578004205,45,3.38,-59.8,83.68,13.6
342,Plon,30,AT,1578004206,73,46.92,12.49,30.0,4.05
343,Turayf,11,SA,1578004206,70,31.68,38.65,42.8,3.38
344,Pochutla,20,MX,1578004206,62,15.74,-96.47,87.01,11.41
345,Colares,75,PT,1578004206,93,38.8,-9.45,55.0,4.7
346,Clara,92,IE,1578004204,95,53.34,-7.61,48.99,8.01
347,Gisborne,11,NZ,1578004207,30,-38.66,178.02,82.99,10.0
348,Rochelle,1,US,1578004000,93,41.92,-89.07,46.99,6.93
349,Beloha,46,MG,1578004208,86,-25.17,45.06,73.22,11.07
350,Pilar,20,AR,1578004208,64,-34.46,-58.91,80.01,14.99
351,Ajdabiya,17,LY,1578004208,73,30.75,20.22,51.1,8.72
352,Guozhen,100,CN,1578004209,84,29.3,113.14,43.52,7.18
353,Chimbote,58,PE,1578004209,75,-9.08,-78.59,71.82,7.52
354,Havre-Saint-Pierre,20,CA,1578004209,73,50.23,-63.6,24.8,18.34
355,Taltal,19,CL,1578004209,88,-25.41,-70.49,59.92,3.49
356,Abha,0,SA,1578004210,46,18.22,42.5,57.2,4.7
357,Rio Grande,40,BR,1578004109,61,-32.03,-52.1,78.8,18.34
358,Bandar-e Lengeh,40,IR,1578004210,77,26.56,54.88,66.2,6.02
359,Gazanjyk,86,TM,1578004211,72,39.24,55.52,40.66,6.26
360,Moranbah,28,AU,1578004211,46,-22.0,148.04,87.22,14.34
361,Agadir,96,MA,1578004211,100,30.42,-9.58,53.6,6.93
362,Zhanaozen,100,KZ,1578004211,88,43.35,52.85,33.17,9.73
363,Teguise,100,ES,1578004212,47,29.06,-13.56,59.0,10.29
364,Santa Fe,42,AR,1578004212,44,-31.62,-60.7,84.99,3.0
365,Joshimath,100,IN,1578004212,60,30.57,79.57,24.53,8.12
366,Morgan City,90,US,1578004087,100,29.7,-91.21,78.8,23.04
367,Hamilton,75,CA,1578004056,82,43.26,-79.87,46.0,13.87
368,Hyeres,90,FR,1578004213,93,43.12,6.14,53.01,2.24
369,Agadez,1,NE,1578004213,24,16.97,7.99,57.2,14.99
370,Kulu,100,CD,1578004213,53,3.47,23.69,70.84,0.89
371,Sulangan,99,PH,1578004214,80,11.14,123.72,81.05,22.17
372,Nampula,75,MZ,1578004214,88,-15.12,39.26,73.4,4.7
373,Lavrentiya,23,RU,1578004214,91,65.58,-170.99,-13.31,13.0
374,Coahuayana,58,MX,1578004214,45,18.62,-100.35,80.51,2.28
375,Nueva Concepcion,40,GT,1578004215,62,14.2,-91.3,87.8,13.87
376,Vila Velha,40,BR,1578004215,83,-3.71,-38.6,86.0,5.82
377,Murchison,17,AU,1578004215,41,-36.62,145.22,71.01,7.43
378,Ossora,100,RU,1578004215,87,59.24,163.07,27.79,22.1
379,Rawlins,1,US,1578004216,73,41.79,-107.24,26.6,19.46
380,Voznesenye,100,RU,1578004216,86,61.02,35.48,38.25,20.09
381,Kampong Cham,100,KH,1578004216,75,11.99,105.46,72.52,8.81
382,Srednekolymsk,27,RU,1578004217,83,67.46,153.71,-13.72,2.57
383,Killarney,4,AU,1578004217,69,-28.34,152.3,71.01,1.99
384,Caravelas,100,BR,1578004217,83,-17.73,-39.27,76.93,11.77
385,Kodiak,1,US,1578004217,66,39.95,-94.76,50.0,6.93
386,Plettenberg Bay,38,ZA,1578004218,91,-34.05,23.37,66.85,1.57
387,Kalianget,18,ID,1578004218,100,-7.35,109.91,79.0,1.61
388,Saldanha,100,PT,1578004218,88,41.42,-6.55,38.41,3.76
389,Viedma,50,AR,1578004218,53,-40.81,-62.99,73.06,18.25
390,Quang Ngai,100,VN,1578004155,80,15.12,108.8,75.0,13.47
391,Gweta,100,BW,1578004219,51,-20.21,25.26,80.91,9.84
392,Den Helder,90,NL,1578004004,93,52.96,4.76,46.0,23.04
393,Komsomolets,99,RU,1578004220,97,52.77,41.29,31.82,7.31
394,Palimbang,40,PH,1578004220,83,14.9,120.78,77.0,4.7
395,Jalu,0,LY,1578004220,83,29.03,21.55,47.55,9.19
396,Hofn,20,IS,1578004220,36,64.25,-15.21,27.82,5.21
397,Te Anau,47,NZ,1578004221,59,-45.41,167.72,49.91,9.37
398,Luderitz,19,NA,1578004221,72,-26.65,15.16,68.0,18.34
399,Mikun,100,RU,1578004221,92,62.35,50.08,20.66,11.12
400,Bosaso,34,SO,1578004170,78,11.28,49.18,78.6,15.97
401,San-Pedro,24,CI,1578003988,80,4.75,-6.64,81.95,10.02
402,Dawson Creek,75,CA,1578004222,46,55.76,-120.23,28.4,16.11
403,Rome,17,IT,1578004131,93,41.89,12.48,48.0,2.24
404,Katobu,100,ID,1578004222,88,-4.94,122.53,78.62,0.36
405,Taoudenni,95,ML,1578004222,24,22.68,-3.98,54.55,11.63
406,Campbell River,90,CA,1578004220,96,50.02,-125.24,37.4,8.05
407,Vardo,1,US,1578004056,42,39.62,-77.74,48.99,8.05
408,Kollegal,29,IN,1578004224,93,12.16,77.11,65.55,2.64
409,Christchurch,83,NZ,1578004224,82,-43.53,172.64,64.0,10.29
410,Khagaria,100,IN,1578004224,77,25.51,86.48,60.75,5.99
411,Derzhavinsk,92,KZ,1578004224,95,51.1,66.31,21.02,12.17
412,Komsomolskiy,99,RU,1578004225,95,67.55,63.78,2.82,11.48
413,Monterrey,75,MX,1578004051,33,25.67,-100.32,75.2,26.73
414,Balakhninskiy,100,RU,1578004225,97,58.01,114.28,1.85,1.25
415,Beberibe,40,BR,1578004225,83,-4.18,-38.13,86.0,5.82
416,Jian,100,IN,1578004226,82,25.65,87.89,62.13,6.8
417,Codrington,37,AU,1578004226,61,-28.95,153.24,80.6,3.36
418,Hovd,75,NO,1578004226,88,63.83,10.7,50.0,20.8
419,Gat,97,SN,1578004227,31,14.69,-16.54,75.2,12.77
420,Isangel,18,VU,1578004227,58,-19.55,169.27,82.4,4.7
421,Fot,99,FR,1578004227,87,45.58,1.02,45.0,11.41
422,Niagara Falls,75,CA,1578003932,69,43.1,-79.12,46.0,19.46
423,Mpanda,100,BI,1578004228,91,-3.17,29.4,58.73,2.59
424,Belmonte,98,PT,1578003946,89,40.36,-7.35,45.0,3.31
425,Aripuana,98,BR,1578004228,98,-9.17,-60.63,72.41,0.78
426,Broome,100,GB,1578004228,81,52.47,1.45,51.01,13.87
427,Nelson Bay,90,AU,1578004229,83,-32.72,152.14,80.01,4.7
428,Trofors,75,NO,1578004229,81,65.54,13.39,44.6,25.28
429,Doha,84,QA,1578003937,78,25.29,51.53,71.6,6.93
430,Matagami,0,NG,1578004230,26,9.67,8.4,57.2,5.82
431,Muroto,20,JP,1578004230,68,33.37,134.14,33.8,8.05
432,Port Moresby,75,PG,1578004230,100,-9.47,147.16,77.0,5.82
433,San Matias,100,BO,1578004230,83,-16.36,-58.4,78.6,7.11
434,Port Hueneme,1,US,1578004231,68,34.15,-119.2,71.01,5.82
435,Ous,0,RU,1578004231,90,60.91,61.52,-1.68,5.19
436,Moree,83,AU,1578004231,51,-29.46,149.84,80.6,18.34
437,Mount Isa,89,AU,1578004232,43,-20.73,139.49,87.8,8.05
438,Laon,90,FR,1578004232,93,49.56,3.62,46.4,10.29
439,Puerto del Rosario,100,ES,1578004220,48,28.5,-13.86,64.4,17.22
440,Hami,0,CN,1578004232,60,42.84,93.51,16.14,1.97
441,Bowen,90,AU,1578004233,88,-20.01,148.25,79.0,3.36
442,Biak,100,ID,1578004233,70,-0.91,122.88,82.18,4.03
443,Coihaique,20,CL,1578004234,47,-45.58,-72.07,75.2,8.05
444,Tefe,20,BR,1578004234,62,-3.35,-64.71,87.8,3.36
445,Mana,0,NG,1578004234,21,13.03,5.27,55.51,16.84
446,Ulladulla,58,AU,1578004234,78,-35.36,150.48,72.0,10.29
447,Tautira,75,PF,1578004235,66,-17.73,-149.15,87.8,10.29
448,Lebanon,75,US,1578004235,64,40.34,-76.42,45.0,3.47
449,Porto Novo,75,BR,1578004235,94,-23.68,-45.44,69.8,1.12
450,Khandbari,100,NP,1578004235,59,27.38,87.21,34.61,4.74
451,Sterlibashevo,0,RU,1578004236,91,53.44,55.26,1.76,2.93
452,Padang,85,ID,1578004236,90,-0.92,100.36,70.05,4.16
453,Churapcha,51,RU,1578004236,99,62.0,132.43,-36.17,2.64
454,Port Hedland,96,AU,1578004236,78,-20.31,118.58,80.6,5.82
455,Dunda,100,IN,1578004237,67,30.62,78.32,36.59,5.12
456,Najran,0,SA,1578004237,48,17.54,44.22,66.2,4.7
457,Manavalakurichi,20,IN,1578004237,88,8.13,77.3,78.8,4.7
458,Tongren,100,CN,1578004237,87,27.72,109.18,37.54,4.29
459,Iquitos,75,PE,1578004232,88,-3.75,-73.25,80.6,2.24
460,Galiakot,69,IN,1578004238,89,23.54,74.01,55.54,8.08
461,Banjar,98,ID,1578004238,88,-7.37,108.54,77.47,1.39
462,Ouegoa,82,NC,1578004238,66,-20.34,164.44,76.53,4.14
463,Ilesha,0,NG,1578004239,25,7.14,5.26,70.47,4.79
464,Wajima,86,JP,1578004239,74,37.4,136.9,45.52,11.01
465,Yerbogachen,100,RU,1578004239,95,61.28,108.01,10.24,6.53
466,Regente Feijo,40,BR,1578004239,43,-22.22,-51.3,87.8,11.41
467,Barreiras,100,BR,1578004239,99,-12.14,-45.0,70.68,3.13
468,Impfondo,94,CD,1578004240,40,1.62,18.06,74.61,1.21
469,Farafangana,22,MG,1578004240,73,-22.82,47.83,80.28,5.66
470,Atasu,100,KZ,1578004240,95,48.68,71.64,26.29,11.12
471,Narsaq,100,GL,1578004241,61,60.91,-46.05,15.8,3.36
472,Provideniya,0,RU,1578004241,72,64.42,-173.23,-11.69,8.99
473,Sao Jose da Coroa Grande,72,BR,1578004241,83,-8.9,-35.15,80.31,14.7
474,Walvis Bay,21,NA,1578004241,77,-22.95,14.51,64.4,4.7
475,Buala,36,SB,1578004242,63,-8.15,159.59,86.34,4.81
476,Armeria,75,MX,1578004242,73,18.93,-103.97,86.0,2.59
477,Sabang,90,PH,1578004242,77,13.8,121.11,79.0,11.99
478,Baruun-Urt,0,MN,1578004242,81,46.68,113.28,3.6,8.68
479,Ust-Nera,98,RU,1578004243,99,64.57,143.24,-10.14,2.89
480,Salinopolis,100,BR,1578004243,81,-0.61,-47.36,81.39,15.19
481,Carmarthen,100,GB,1578004243,97,51.86,-4.31,51.01,8.99
482,Lima,75,PE,1578004230,73,-12.06,-77.04,75.2,14.99
483,Rosetta,40,EG,1578004244,71,31.4,30.42,53.6,9.17
484,Chai Badan,7,TH,1578004244,62,15.2,101.13,78.01,6.64
485,Severo-Kurilsk,47,RU,1578004245,89,50.68,156.12,19.06,4.99
486,Phek,87,IN,1578004245,96,25.7,94.46,46.81,1.01
487,Merauke,100,ID,1578004245,55,-8.49,140.4,87.69,5.53
488,Chumikan,96,RU,1578004245,79,54.72,135.31,-9.81,13.53
489,Sargatskoye,100,RU,1578004246,95,55.6,73.49,28.9,9.93
490,Mezen,100,RU,1578004246,97,65.85,44.24,32.34,16.28
491,Klaksvik,60,FO,1578004246,74,62.23,-6.59,33.8,31.09
492,Alyangula,24,AU,1578004246,70,-13.85,136.42,86.0,11.41
493,Makiyivka,100,UA,1578004247,77,48.05,37.93,30.88,8.03
494,Makakilo City,90,US,1578004247,88,21.35,-158.09,80.6,10.29
495,Valleyview,82,CA,1578004247,70,55.07,-117.28,20.01,10.85
496,Olinda,7,AU,1578004248,63,-37.84,145.39,68.0,6.93
497,Jaranwala,34,PK,1578004248,42,31.33,73.42,47.89,3.98
498,Neustadt,90,CH,1578004166,67,47.05,8.31,36.0,4.7
499,Buraydah,77,SA,1578004248,66,26.33,43.97,55.4,3.36
500,Marawi,100,PH,1578004247,87,8.0,124.29,73.99,5.01
501,Bukama,100,CD,1578004249,96,-9.2,25.85,71.28,0.85
502,Barreirinhas,100,BR,1578004249,92,-2.75,-42.83,75.51,4.03
503,Souillac,90,FR,1578004249,93,45.6,-0.6,44.6,8.05
504,Westport,1,US,1578004249,65,41.14,-73.36,46.4,8.05
505,Mahates,20,CO,1578004250,70,10.23,-75.19,84.2,10.29
506,Villa Bruzual,64,VE,1578004250,60,9.33,-69.12,77.67,4.27
507,Varhaug,75,NO,1578004250,100,58.61,5.65,46.99,19.46
508,Bhagwantnagar,75,IN,1578004250,93,26.23,80.75,57.2,4.5
509,Bathsheba,40,BB,1578004251,69,13.22,-59.52,80.6,10.29
510,Zaigrayevo,98,RU,1578004251,75,51.83,108.27,-13.0,4.47
511,Fuling,100,CN,1578004251,75,29.71,107.39,45.37,0.81
512,Flin Flon,90,CA,1578004216,92,54.77,-101.88,17.6,4.7
513,Mildura,24,AU,1578004252,21,-34.18,142.16,87.01,6.93
514,Santa Cruz de la Palma,83,ES,1578004252,55,28.68,-17.76,62.6,9.17
515,Yulara,90,AU,1578004252,31,-25.24,130.99,89.6,9.17
516,Seoul,1,KR,1578004023,92,37.57,126.98,28.4,2.04
517,Nome,90,US,1578004253,94,30.04,-94.42,69.8,5.82
518,Saint Simons,40,US,1578004253,59,31.14,-81.39,66.2,6.93
519,Saint-Pierre,90,FR,1578004254,100,48.95,4.24,46.4,12.75
520,Havelock,90,US,1578004254,50,34.88,-76.9,57.2,8.05
521,Gotemba,1,JP,1578004254,49,35.3,138.88,41.0,6.93
522,Mbigou,100,GA,1578004254,98,-1.9,11.91,68.16,3.29
523,Huarmey,58,PE,1578004254,77,-10.07,-78.15,68.77,5.08
524,Novoomskiy,75,RU,1578004255,94,54.84,73.3,33.8,15.66
525,Nakhon Si Thammarat,68,TH,1578004255,88,8.43,99.96,75.67,3.98
526,Kehl,47,DE,1578004255,80,48.57,7.82,36.0,4.7
527,Carmen,90,PH,1578004255,100,7.36,125.71,75.2,2.24
528,Morondava,94,MG,1578004256,94,-20.3,44.28,74.35,3.2
529,Lompoc,1,US,1578004256,58,34.64,-120.46,71.6,6.93
530,Kangaba,68,ML,1578004256,16,11.94,-8.41,65.98,7.14
531,Tengushevo,100,RU,1578004256,98,54.77,42.72,33.28,5.64
532,Kamyshevatskaya,99,RU,1578004257,72,46.41,37.96,34.97,8.66
533,Smithers,75,CA,1578004257,79,54.78,-127.17,21.2,3.36
534,Mae Ramat,0,TH,1578004257,88,16.98,98.52,63.68,1.32
535,Roswell,90,US,1578004158,40,33.39,-104.52,55.99,23.04
536,Paka,100,CF,1578004258,30,4.15,15.03,66.33,2.19
537,Kaupanger,100,NO,1578004259,97,61.18,7.24,32.34,17.65
538,Kimbe,0,PG,1578004259,58,-5.56,150.15,89.87,1.83
539,Vila,86,IT,1578004259,74,45.18,8.4,41.0,1.12
540,Novikovo,99,RU,1578004260,96,51.15,37.89,29.34,7.9
541,Porbandar,45,IN,1578004260,67,21.64,69.61,69.42,17.6
